year,Base case cost,Modeled water and wastewater efficiency
2017,29267.7672907,24892.4826297
2018,30926.0774792,25884.3605343
2019,33300.578014,27350.0835766
2020,34398.527794,27977.3757236
2021,35219.624554,28424.60809
2022,35761.8610248,28690.3166306
2023,36193.3403028,28885.2275565
2024,36512.753094,29008.3744454
2025,36887.157709,29169.7661892
2026,37426.5829441,29441.7979168
2027,37800.6621567,29606.9090591
2028,38119.6017451,29737.6139552
2029,38595.9575575,29973.5467626
2030,38853.4753988,30067.2540181
2031,39335.4492914,30310.6850441
