year,Base case cost,Modeled residential energy efficiency
2017,1050355.59636,998498.502675
2018,1114775.42027,1046650.02819
2019,1193562.81811,1104318.46222
2020,1239552.83911,1138638.14779
2021,1263803.19043,1154254.06624
2022,1292750.01916,1175627.98157
2023,1308294.33085,1184659.13616
2024,1319397.41064,1190307.09322
2025,1342115.43272,1207146.91228
2026,1360008.66889,1218244.0786
2027,1373428.59601,1225921.04297
2028,1384611.86862,1231919.74947
2029,1400268.45026,1241469.19914
2030,1411451.72287,1247593.85795
2031,1427108.30451,1257266.30794
2032,1434869.44039,1258609.51438
2033,1452634.36805,1270014.46823
2034,1472619.91166,1283203.49097
2035,1483722.99145,1289537.89823
2036,1493079.23929,1292206.87144
