year,Base case cost,Modeled water and wastewater efficiency
2017,64289.2162554,69430.2132702
2018,67608.4902815,71149.1780556
2019,72198.3594895,73756.6130646
2020,74397.817074,74730.756259
2021,75823.4539374,75184.3963096
2022,77005.6379856,75482.8618011
2023,77909.901795,75601.6810367
2024,78571.4641367,75565.2884204
2025,79350.331462,75621.1058408
2026,80370.4047347,75854.1664457
2027,81135.2756412,75922.4395628
2028,81774.8894838,75915.2073933
2029,82654.9515883,76083.9202876
2030,83285.6825298,76091.2081493
2031,84164.165251,76279.07728
