year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,30086.92,438571.36,638720.14,34202.3,830338.1,411635.46
2018,32114.79,467888.63,685255.0,35493.7,861226.97,429520.42
2019,34920.49,508481.78,742712.07,37277.87,903996.19,450850.75
2020,36260.95,527650.76,775869.42,38136.87,924192.76,463683.42
2021,37129.68,540054.23,793563.14,38693.77,937261.13,470240.05
2022,37848.18,550202.51,814314.48,39157.46,947953.43,478435.54
2023,38399.75,558095.63,825661.56,39510.15,956269.67,482632.78
2024,38801.35,563733.56,833766.61,39770.11,962209.84,485630.8
2025,39276.05,570499.09,849992.16,40074.28,969338.04,492123.27
2026,39900.07,579519.79,863060.17,40470.34,978842.31,496948.49
2027,40368.0,586285.31,872861.18,40767.27,985970.51,500567.41
2028,40759.04,591923.25,881028.69,41015.85,991910.68,503583.18
2029,41298.95,599816.36,892463.2,41356.0,1000226.92,507805.25
2030,41685.63,605454.3,900630.71,41600.05,1006167.08,510821.01
2031,42224.74,613347.41,912065.22,41939.42,1014483.32,515043.08
2032,,,918059.19,,,516810.26
2033,,,931027.27,,,521607.09
2034,,,945616.37,,,527003.54
2035,,,953721.43,,,530001.56
2036,,,960849.27,,,532229.97
