year,Base case cost,Modeled diesel efficiency
2019,1029491.74977,1272519.06916
2020,1068581.12749,1300165.39494
2021,1100874.14615,1321818.12198
2022,1126914.00583,1337966.73472
2023,1144629.9254,1346724.47265
2024,1159133.93302,1352734.50099
2025,1175772.69628,1360853.39051
2026,1197162.76484,1373455.88111
2027,1213578.16068,1381696.32539
2028,1227108.52809,1387470.64096
2029,1246023.72939,1398293.21367
2030,1259603.76584,1404415.00522
2031,1278556.96513,1415567.35811
2032,1299877.1175,1429013.93567
2033,1321549.21645,1442919.57507
2034,1345563.47534,1459090.30087
2035,1358740.25549,1465541.4393
2036,1382735.74168,1481957.32174
2037,1395895.32387,1488648.90259
2038,1417161.9834,1502834.10867
