year,annotation,Diesel Price ($/gal),Heating Fuel ($/gal)
2000,,,1.52
2004,,2.08,3.1
2005,,2.61,3.85
2006,,2.9,4.57
2008,,4.26,5.21
2009,,3.62,6.5
2010,,3.88,4.52
2011,,4.54,4.94
2012,,4.8,5.62
2013,,4.85,5.98
2014,,4.64,5.15
2016,start of forecast,2.84,3.56
2017,,3.17,3.89
2018,,3.43,4.15
2019,,3.79,4.51
2020,,3.96,4.68
2021,,4.07,4.79
2022,,4.16,4.88
2023,,4.23,4.95
2024,,4.28,5.0
2025,,4.34,5.06
2026,,4.42,5.14
2027,,4.48,5.2
2028,,4.53,5.25
2029,,4.6,5.32
2030,,4.65,5.37
2031,,4.72,5.44
2032,,4.8,5.52
2033,,4.88,5.6
2034,,4.97,5.69
2035,,5.02,5.74
2036,,5.11,5.83
2037,,5.16,5.88
2038,,5.24,5.96
2039,,5.31,6.03
2040,,5.41,6.13
