year,annotation,Electricity price ($/kwh)
2002,,0.35
2003,,0.38
2004,,0.4
2005,,0.37
2006,,0.4
2007,,0.41
2008,,0.55
2009,,0.47
2010,,0.47
2011,,0.52
2012,,0.55
2013,,0.53
2014,,0.13
2015,,0.51
2016,start of forecast,0.39
2017,,0.41
2018,,0.43
2019,,0.45
2020,,0.46
2021,,0.47
2022,,0.47
2023,,0.48
2024,,0.48
2025,,0.48
2026,,0.49
2027,,0.49
2028,,0.49
2029,,0.5
2030,,0.5
2031,,0.5
2032,,0.51
2033,,0.51
2034,,0.52
2035,,0.52
2036,,0.53
2037,,0.53
2038,,0.54
2039,,0.54
2040,,0.55
