year,Base case diesel consumed,Modeled non-residential ashp
2017,112758.745872,78931.1220763
2018,112758.745872,78931.1220763
2019,112758.745872,78931.1220763
2020,112758.745872,78931.1220763
2021,112758.745872,78931.1220763
2022,112758.745872,78931.1220763
2023,112758.745872,78931.1220763
2024,112758.745872,78931.1220763
2025,112758.745872,78931.1220763
2026,112758.745872,78931.1220763
2027,112758.745872,78931.1220763
2028,112758.745872,78931.1220763
2029,112758.745872,78931.1220763
2030,112758.745872,78931.1220763
2031,112758.745872,78931.1220763
