year,Base case cost,Modeled transmission and interties
2021,1277363.33725,
2022,1306205.32584,
2023,1328487.56608,
2024,1344497.13197,
2025,1363655.92116,
2026,1388792.43583,
2027,1407644.82184,
2028,1423355.14351,
2029,1445349.59385,
2030,1461059.91552,
2031,1483054.36587,
2032,1507847.25081,
2033,1532978.03833,
2034,1560894.37433,
2035,1576238.15763,
2036,1604131.58498,
2037,1619458.18679,
2038,1644190.93653,
2039,1665775.17889,
2040,1696371.11088,
