year,Base case diesel consumed,Modeled diesel efficiency
2019,271633.707062,246939.733693
2020,269843.719064,245312.471876
2021,270485.048193,245895.498358
2022,270892.789863,246266.172602
2023,270598.091112,245998.264647
2024,270825.685285,246205.168441
2025,270915.367807,246286.698006
2026,270851.304261,246228.45842
2027,270887.982294,246261.802085
2028,270884.884787,246258.98617
2029,270874.723781,246249.748892
2030,270882.530287,246256.845716
2031,270880.712952,246255.193593
2032,270807.732813,246188.848012
2033,270809.265666,246190.241515
2034,270737.117774,246124.652522
2035,270665.38954,246059.445036
2036,270594.078606,245994.616915
2037,270522.349586,245929.408715
2038,270450.76019,245864.327446
