year,Base case diesel consumed,Modeled non-residential ashp
2017,5268.33344852,-6184.56537551
2018,5268.33344852,-6184.56537551
2019,5268.33344852,-6184.56537551
2020,5268.33344852,-6184.56537551
2021,5268.33344852,-6184.56537551
2022,5268.33344852,-6184.56537551
2023,5268.33344852,-6184.56537551
2024,5268.33344852,-6184.56537551
2025,5268.33344852,-6184.56537551
2026,5268.33344852,-6184.56537551
2027,5268.33344852,-6184.56537551
2028,5268.33344852,-6184.56537551
2029,5268.33344852,-6184.56537551
2030,5268.33344852,-6184.56537551
2031,5268.33344852,-6184.56537551
