year,Base case cost,Modeled residential energy efficiency
2017,336332.900756,336332.900756
2018,345027.347571,345027.347571
2019,356541.614974,356541.614974
2020,361946.271102,361946.271102
2021,365706.031887,365706.031887
2022,368525.852475,368525.852475
2023,370405.732867,370405.732867
2024,361153.048337,361153.048337
2025,362955.721882,362955.721882
2026,365209.063812,365209.063812
2027,367011.737357,367011.737357
2028,368589.076708,368589.076708
2029,370617.084446,370617.084446
2030,382859.940467,382859.940467
2031,385209.790957,385209.790957
