year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,38176.3293371,28250.4837094
2018,38176.3293371,28250.4837094
2019,38176.3293371,28250.4837094
2020,38176.3293371,28250.4837094
2021,38176.3293371,28250.4837094
2022,38176.3293371,28250.4837094
2023,38176.3293371,28250.4837094
2024,38176.3293371,28250.4837094
2025,38176.3293371,28250.4837094
2026,38176.3293371,28250.4837094
2027,38176.3293371,28250.4837094
2028,38176.3293371,28250.4837094
2029,38176.3293371,28250.4837094
2030,38176.3293371,28250.4837094
2031,38176.3293371,28250.4837094
