year,Base case diesel consumed,Modeled residential ashp
2017,3638.64026586,-19380.1330303
2018,3638.64026586,-19380.1330303
2019,3638.64026586,-19380.1330303
2020,3638.64026586,-19380.1330303
2021,3638.64026586,-19380.1330303
2022,3638.64026586,-19380.1330303
2023,3638.64026586,-19380.1330303
2024,3487.51735498,-19531.2559412
2025,3487.51735498,-19531.2559412
2026,3487.51735498,-19531.2559412
2027,3487.51735498,-19531.2559412
2028,3487.51735498,-19531.2559412
2029,3487.51735498,-19531.2559412
2030,3638.64026586,-19380.1330303
2031,3638.64026586,-19380.1330303
