year,Base case cost,Modeled water and wastewater efficiency
2017,77477.2853802,62440.2491382
2018,80071.7807482,63949.4462081
2019,83508.8836224,66011.7200153
2020,85124.3374671,66891.8512578
2021,86241.6839917,67451.2496228
2022,87066.0951731,67823.1896339
2023,87595.8383448,68006.3711866
2024,87993.2767396,68107.5496624
2025,88539.6251974,68309.8248078
2026,89238.8918892,68615.9128968
2027,89790.9838949,68829.3053975
2028,90267.2174448,68996.4332838
2029,90943.907496,69300.3616821
2030,91324.2522209,69413.7507176
2031,92039.8137739,69747.9055488
