year,Base case cost,Modeled diesel efficiency
2019,367366.026253,595111.500587
2020,394894.146781,620137.064703
2021,415753.632253,639100.233315
2022,433287.573814,655040.180188
2023,447070.066633,667569.719114
2024,459610.537301,678970.146995
2025,473770.087902,691842.465723
2026,489528.117097,706167.946809
2027,505516.747508,720703.065365
2028,518613.949008,732609.612183
2029,535612.267469,748062.628966
2030,548169.561683,759478.350979
2031,565063.270693,774836.26826
2032,582830.997877,790988.747519
2033,599021.719293,805707.585169
2034,616948.298903,822004.475724
2035,630456.88561,834285.009094
2036,650990.176922,852951.637559
2037,663905.13829,864692.51153
2038,684929.67092,883805.723012
