year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,77028.6,581468.52,962577.99,48579.65,422535.96,476362.27
2018,81533.68,614875.15,1035043.88,50457.82,437330.63,501304.88
2019,87527.5,659417.33,1127951.75,52923.4,457056.85,532552.71
2020,90409.61,680451.13,1183929.56,54195.46,466372.01,552218.53
2021,92472.58,695298.52,1230563.66,55151.64,472947.41,568940.53
2022,94044.9,706434.07,1271613.91,55920.05,477878.97,583902.45
2023,95124.48,713857.76,1306744.81,56497.31,481166.67,597011.11
2024,96041.64,720044.17,1332635.55,57014.15,483906.42,606506.02
2025,97125.22,727467.87,1368549.26,57597.21,487194.13,619832.1
2026,98375.73,736128.85,1407206.47,58247.23,491029.78,633989.9
2027,99626.53,744789.83,1446385.56,58896.3,494865.43,648292.66
2028,100546.6,750976.24,1481345.05,59414.26,497605.19,661283.98
2029,101812.12,759637.22,1521493.33,60091.02,501440.84,675855.92
2030,102578.46,764586.35,1554827.62,60566.04,503632.64,688326.13
2031,103839.51,773247.33,1595907.81,61230.76,507468.3,703156.9
2032,,,1631942.59,,,715678.46
2033,,,1674016.83,,,730785.32
2034,,,1710921.39,,,743548.46
2035,,,1740440.4,,,754051.09
2036,,,1789132.36,,,771135.46
