year,Base case cost,Modeled non-residential energy efficiency
2017,131519.772125,153487.059416
2018,143848.442579,164363.461058
2019,161157.916164,179942.358752
2020,169308.321288,186940.977566
2021,175194.724989,191825.266838
2022,179372.990319,195097.129251
2023,182542.592312,197455.680748
2024,184909.656503,199053.103453
2025,188079.258495,201440.537884
2026,191701.660773,204267.912084
2027,194871.262765,206682.891472
2028,197238.326957,208335.419544
2029,200757.666466,211126.405362
2030,202671.930373,212378.582705
2031,206747.132935,215696.890911
