year,Base case diesel consumed,Modeled residential ashp
2017,6892.93949273,-29034.357655
2018,6892.93949273,-29034.357655
2019,6592.14272226,-29335.1544255
2020,6592.14272226,-29335.1544255
2021,6592.14272226,-29335.1544255
2022,6291.34595179,-29635.9511959
2023,6291.34595179,-29635.9511959
2024,6291.34595179,-29635.9511959
2025,5990.54918132,-29936.7479664
2026,5990.54918132,-29936.7479664
2027,5990.54918132,-29936.7479664
2028,5689.75241085,-30237.5447369
2029,5689.75241085,-30237.5447369
2030,5689.75241085,-30237.5447369
2031,5388.95564038,-30538.3415073
