year,Base case diesel consumed,Modeled residential ashp
2017,24838.0988132,3154.04424883
2018,24838.0988132,3154.04424883
2019,24838.0988132,3154.04424883
2020,24838.0988132,3154.04424883
2021,24838.0988132,3154.04424883
2022,24838.0988132,3154.04424883
2023,23607.7725384,1923.717974
2024,23607.7725384,1923.717974
2025,23607.7725384,1923.717974
2026,23607.7725384,1923.717974
2027,22377.4462636,693.391699176
2028,22377.4462636,693.391699176
2029,22377.4462636,693.391699176
2030,22377.4462636,693.391699176
2031,22377.4462636,693.391699176
