year,Base case diesel consumed,Modeled non-residential ashp
2017,24838.0988132,14475.5050832
2018,24838.0988132,14475.5050832
2019,24838.0988132,14475.5050832
2020,24838.0988132,14475.5050832
2021,24838.0988132,14475.5050832
2022,24838.0988132,14475.5050832
2023,23607.7725384,13245.1788084
2024,23607.7725384,13245.1788084
2025,23607.7725384,13245.1788084
2026,23607.7725384,13245.1788084
2027,22377.4462636,12014.8525336
2028,22377.4462636,12014.8525336
2029,22377.4462636,12014.8525336
2030,22377.4462636,12014.8525336
2031,22377.4462636,12014.8525336
