year,Base case diesel consumed,Modeled non-residential ashp
2017,46320.4641453,32424.3248878
2018,46320.4641453,32424.3248878
2019,46320.4641453,32424.3248878
2020,46320.4641453,32424.3248878
2021,46320.4641453,32424.3248878
2022,46320.4641453,32424.3248878
2023,46320.4641453,32424.3248878
2024,46320.4641453,32424.3248878
2025,46320.4641453,32424.3248878
2026,46320.4641453,32424.3248878
2027,46320.4641453,32424.3248878
2028,46320.4641453,32424.3248878
2029,46320.4641453,32424.3248878
2030,46320.4641453,32424.3248878
2031,46320.4641453,32424.3248878
