year,Base case cost,Modeled residential energy efficiency
2017,1241693.1979,1158761.33492
2018,1336261.50893,1237920.26129
2019,1453567.20818,1335926.11093
2020,1535850.61526,1406963.07989
2021,1609045.85972,1471211.41416
2022,1674488.15174,1529561.83249
2023,1745719.63008,1594669.58495
2024,1815414.88893,1658764.86916
2025,1878816.58979,1716203.55047
2026,1955430.26579,1786489.30105
2027,2030440.71921,1855689.99639
2028,2103606.73886,1923562.65058
2029,2183356.16015,1997206.03007
2030,2255320.97584,2064462.66143
2031,2337080.49026,2140255.52455
2032,2423096.55019,2219929.74266
2033,2507187.77264,2298187.24697
2034,2606166.04783,2390953.49785
2035,2696448.47521,2476413.87254
2036,2787503.16859,2561380.34526
