year,Base case cost,Modeled non-residential energy efficiency
2017,1195491.5561,1214498.98996
2018,1254689.56437,1264990.03435
2019,1335127.26501,1334861.32486
2020,1373833.65503,1366780.33241
2021,1400407.73857,1387815.6126
2022,1419370.58447,1401708.32504
2023,1433031.6633,1410960.5723
2024,1444415.89566,1418206.45289
2025,1458076.97449,1427608.88042
2026,1474014.89979,1439166.1158
2027,1487675.97862,1448711.76639
2028,1499060.21098,1456244.17368
2029,1514998.13629,1468008.75961
2030,1524105.52217,1473592.20657
2031,1540043.44748,1485487.05311
