year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,118844.85,669625.54,678807.2,162563.07,525866.02,562886.0
2018,128003.37,709373.62,737245.67,173093.37,545315.95,599015.84
2019,139978.8,762880.65,809735.22,186261.76,572246.61,643831.99
2020,147193.58,788869.78,861300.41,195462.58,584963.87,674550.2
2021,153164.14,807215.05,907492.95,203689.49,593192.69,701552.91
2022,158123.28,819445.23,949056.08,211126.21,599925.36,725432.07
2023,162623.65,828617.86,994544.51,218255.8,604413.8,751175.12
2024,166929.3,836261.72,1039151.67,225291.35,608154.17,776263.22
2025,171638.88,845434.36,1079660.81,232767.23,612642.62,799155.78
2026,176747.54,856135.76,1128671.59,240662.74,617879.14,826758.68
2027,181638.87,865308.4,1176755.07,248419.64,622367.58,853685.65
2028,186306.03,872952.26,1223745.62,256033.65,626107.95,879861.12
2029,191769.46,883653.67,1274909.74,264506.81,631344.47,908446.42
2030,196351.17,889768.76,1321249.06,272225.55,634336.77,934071.91
2031,202049.48,900470.16,1373793.53,281078.76,639573.29,963286.96
2032,,,1429087.34,,,994009.21
2033,,,1483233.01,,,1023954.76
2034,,,1547030.6,,,1059135.45
2035,,,1605377.64,,,1091070.83
2036,,,1664131.53,,,1123371.64
