year,population
2003,49.0
2004,52.0
2005,71.0
2006,64.0
2007,46.0
2008,55.0
2009,62.0
2010,42.0
2011,42.0
2012,42.0
2013,41.0
2014,40.0
2015,40.0
2016,40.0
2017,40.0
2018,39.0
2019,39.0
2020,39.0
2021,39.0
2022,39.0
2023,39.0
2024,39.0
2025,39.0
2026,39.0
2027,39.0
2028,38.0
2029,39.0
2030,39.0
2031,39.0
2032,39.0
2033,39.0
2034,38.0
2035,38.0
2036,38.0
2037,38.0
2038,38.0
2039,38.0
2040,38.0
