year,Base case diesel consumed,Modeled residential ashp
2017,14567.2378605,1849.80801953
2018,14567.2378605,1849.80801953
2019,14567.2378605,1849.80801953
2020,14567.2378605,1849.80801953
2021,14567.2378605,1849.80801953
2022,14567.2378605,1849.80801953
2023,14567.2378605,1849.80801953
2024,14567.2378605,1849.80801953
2025,13336.9115857,619.481744705
2026,13336.9115857,619.481744705
2027,13336.9115857,619.481744705
2028,13336.9115857,619.481744705
2029,14567.2378605,1849.80801953
2030,14567.2378605,1849.80801953
2031,14567.2378605,1849.80801953
