year,Base case cost,Modeled biomass for heat (cordwood)
2017,201083.901794,238144.673115
2018,214132.431794,247059.497292
2019,231925.881794,259499.981776
2020,239834.081794,264647.942197
2021,245369.821794,268058.06206
2022,249719.331794,270607.074538
2023,252487.201794,272002.231928
2024,254859.661794,273120.285204
2025,257627.531794,274545.621455
2026,260790.811794,276277.891217
2027,263558.681794,277732.008275
2028,265931.141794,278907.639354
2029,269094.421794,280681.576397
2030,271071.471794,281591.639218
2031,274234.751794,283391.752252
2032,,
2033,,
2034,,
2035,,
2036,,
