year,Base case cost,Modeled non-residential energy efficiency
2017,272622.200733,301096.830836
2018,288807.067407,315362.916589
2019,310877.340146,335243.734941
2020,320686.350251,343506.319511
2021,327552.657326,348999.128328
2022,332947.612884,353118.801793
2023,336380.766421,355399.035999
2024,339323.469453,357236.498131
2025,342756.62299,359562.128822
2026,346680.227032,362375.40239
2027,350113.380569,364744.326545
2028,353056.083601,366668.399957
2029,356979.687643,369544.35144
2030,359431.94017,371043.005563
2031,363355.544212,373958.332221
