year,Base case cost,Modeled diesel efficiency
2019,84605.0626016,236384.148372
2020,88291.5577041,235997.918764
2021,90872.1042758,234693.881138
2022,92899.6765822,232972.686252
2023,94189.949868,230664.761158
2024,95295.8983988,228270.851705
2025,96586.1716846,226124.181715
2026,98060.7697256,224222.883884
2027,99351.0430115,222229.99875
2028,100456.991542,220143.745504
2029,101931.589583,218465.089
2030,102853.213359,216354.491129
2031,104327.8114,214815.701122
2032,105986.734196,213511.963479
2033,107461.332237,212106.560573
2034,109120.255033,210933.083771
2035,109652.108754,208797.848433
2036,111302.391327,207740.743283
2037,112219.214979,206076.795478
2038,114465.672932,205680.139505
