year,Base case diesel consumed,Modeled diesel efficiency
2019,18432.4755123,16756.7959203
2020,18432.4755123,16756.7959203
2021,18432.4755123,16756.7959203
2022,18432.4755123,16756.7959203
2023,18432.4755123,16756.7959203
2024,18432.4755123,16756.7959203
2025,18432.4755123,16756.7959203
2026,18432.4755123,16756.7959203
2027,18432.4755123,16756.7959203
2028,18432.4755123,16756.7959203
2029,18432.4755123,16756.7959203
2030,18432.4755123,16756.7959203
2031,18432.4755123,16756.7959203
2032,18432.4755123,16756.7959203
2033,18432.4755123,16756.7959203
2034,18432.4755123,16756.7959203
2035,18336.4730357,16669.5209416
2036,18336.4730357,16669.5209416
2037,18336.4730357,16669.5209416
2038,18432.4755123,16756.7959203
