year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,3141.54,207564.0,207564.0
2004,,3141.54,249083.0,249083.0
2005,,3141.54,295974.0,295974.0
2006,,3141.54,272211.0,272211.0
2007,,3141.54,264939.0,264939.0
2008,,3141.54,262759.0,262759.0
2009,,3141.54,256409.0,256409.0
2010,,3141.54,256677.0,256677.0
2011,,3141.54,223505.0,223505.0
2012,,3141.54,203523.0,203523.0
2013,,3141.54,183417.0,183417.0
2014,,3141.54,186037.0,186037.0
2015,,3141.54,194160.0,194160.0
2016,start of forecast,3141.54,193000.0,193000.0
2017,,3141.54,193000.0,193000.0
2018,,3141.54,192000.0,192000.0
2019,,3141.54,192000.0,192000.0
2020,,3141.54,192000.0,192000.0
2021,,3141.54,192000.0,192000.0
2022,,3141.54,192000.0,192000.0
2023,,3141.54,192000.0,192000.0
2024,,3141.54,192000.0,192000.0
2025,,3141.54,192000.0,192000.0
2026,,3141.54,192000.0,192000.0
2027,,3141.54,192000.0,192000.0
2028,,3141.54,192000.0,192000.0
2029,,3141.54,192000.0,192000.0
2030,,3141.54,192000.0,192000.0
2031,,3141.54,192000.0,192000.0
2032,,3141.54,192000.0,192000.0
2033,,3141.54,192000.0,192000.0
2034,,3141.54,192000.0,192000.0
2035,,3141.54,191000.0,191000.0
2036,,3141.54,191000.0,191000.0
2037,,3141.54,191000.0,191000.0
2038,,3141.54,192000.0,192000.0
2039,,3141.54,192000.0,192000.0
2040,,3141.54,191000.0,191000.0
