year,Base case cost,Modeled diesel efficiency
2019,139350.820723,288904.634687
2020,148206.746845,293153.396855
2021,154950.846624,295571.428073
2022,159654.628693,296221.647714
2023,163061.968556,295778.266809
2024,165953.889062,294949.31397
2025,169391.875482,294697.830916
2026,173648.960774,295270.130017
2027,177120.379801,295205.4787
2028,180912.194645,295507.576296
2029,184869.315158,296033.663092
2030,187434.339062,295366.190836
2031,192270.922875,296834.069564
2032,196284.693082,297622.584709
2033,201177.92659,299277.651698
2034,206104.592706,301028.580681
2035,209691.16849,301625.179787
2036,214679.127719,303558.199638
2037,217854.2967,303904.200665
2038,222454.994897,305605.680769
