year,Base case cost,Modeled non-residential energy efficiency
2017,278818.784502,295076.842497
2018,294068.663621,308104.666728
2019,315628.837549,326968.63387
2020,325620.137661,335200.080859
2021,332982.148271,341032.513124
2022,338240.727277,344949.753109
2023,341921.732582,347435.635792
2024,344551.022085,348974.008227
2025,348232.02739,351501.79751
2026,352438.890595,354534.162408
2027,356119.8959,357101.917002
2028,359275.043304,359204.598469
2029,363481.906509,362294.822937
2030,365585.338112,363466.013015
2031,370318.059218,367076.941684
