year,Base case diesel consumed,Modeled residential ashp
2017,11283.7490147,-59315.3917917
2018,11456.5256019,-59142.6152045
2019,11629.3021891,-58969.8386173
2020,11802.0787763,-58797.0620301
2021,11974.8553636,-58624.2854429
2022,12147.6319508,-58451.5088556
2023,12147.6319508,-58451.5088556
2024,12320.408538,-58278.7322684
2025,12493.1851252,-58105.9556812
2026,12665.9617124,-57933.179094
2027,12838.7382997,-57760.4025067
2028,13011.5148869,-57587.6259195
2029,13357.0680613,-57242.0727451
2030,13529.8446486,-57069.2961579
2031,13702.6212358,-56896.5195706
