year,Base case cost,Modeled residential energy efficiency
2017,650520.631841,643278.54614
2018,692901.974468,676023.221083
2019,750046.582738,720769.836867
2020,782850.115003,746422.508373
2021,810356.892941,768019.054194
2022,833521.421143,786276.921574
2023,841923.087476,790538.475539
2024,859446.834511,804451.669066
2025,879600.408867,820580.527997
2026,901232.71919,838008.212927
2027,921861.378231,854722.207824
2028,941437.2393,870672.091535
2029,975919.067089,901108.620091
2030,993356.56775,915493.812911
2031,1017663.51687,935619.965627
