year,Base case diesel consumed,Modeled non-residential ashp
2017,4952.9628602,-5814.34769468
2018,4952.9628602,-5814.34769468
2019,4952.9628602,-5814.34769468
2020,4952.9628602,-5814.34769468
2021,4952.9628602,-5814.34769468
2022,4952.9628602,-5814.34769468
2023,4952.9628602,-5814.34769468
2024,4952.9628602,-5814.34769468
2025,4952.9628602,-5814.34769468
2026,4952.9628602,-5814.34769468
2027,4952.9628602,-5814.34769468
2028,4952.9628602,-5814.34769468
2029,4952.9628602,-5814.34769468
2030,4952.9628602,-5814.34769468
2031,4952.9628602,-5814.34769468
