year,Base case cost,Modeled water and wastewater efficiency
2017,34391.5797732,25402.2869607
2018,39369.6596536,28853.3305909
2019,46497.5055768,33813.3586427
2020,49885.2742935,36150.7333244
2021,52252.5808391,37773.1909405
2022,53939.9546631,38919.5827923
2023,55173.409792,39748.4384804
2024,56180.0952252,40419.0737428
2025,57412.6245163,41248.9681603
2026,58870.82047,42237.9779712
2027,60102.6317017,43068.9764877
2028,61221.329344,43821.4021945
2029,62565.7829542,44732.9489287
2030,63458.3561976,45328.2477378
2031,64915.7405082,46320.4720203
