year,annotation,Electricity price ($/kwh)
2002,,0.4
2003,,0.4
2004,,0.4
2005,,0.4
2006,,0.42
2007,,0.5
2008,,0.57
2009,,0.6
2010,,0.6
2011,,0.6
2012,,0.6
2013,,0.6
2016,start of forecast,0.16
2017,,0.22
2018,,0.27
2019,,0.33
2020,,0.36
2021,,0.38
2022,,0.39
2023,,0.41
2024,,0.41
2025,,0.43
2026,,0.44
2027,,0.45
2028,,0.46
2029,,0.47
2030,,0.48
2031,,0.49
2032,,0.51
2033,,0.52
2034,,0.54
2035,,0.54
2036,,0.56
2037,,0.57
2038,,0.58
2039,,0.6
2040,,0.61
