year,Base case cost,Modeled diesel efficiency
2019,80232.7093641,217793.895207
2020,85896.194731,219547.477612
2021,89860.6344878,219836.044307
2022,92692.3771712,219172.592707
2023,94267.5737425,217442.711687
2024,95957.6298455,215891.354764
2025,98023.2539713,214753.792979
2026,100464.44612,214028.33027
2027,102530.070246,213030.459118
2028,104407.91036,211929.274558
2029,106093.980716,210719.573864
2030,107588.262134,209399.796595
2031,110016.469439,208991.813648
2032,112631.461922,208814.934863
2033,115246.454404,208697.918758
2034,118048.232064,208809.167193
2035,119729.29866,207958.676863
2036,122531.076319,208182.766381
2037,123547.918223,206838.63183
2038,126520.499714,207325.611247
