year,Base case diesel consumed,Modeled residential ashp
2017,601.274953734,-3446.49211253
2018,521.058456499,-3526.70860977
2019,521.058456499,-3526.70860977
2020,521.058456499,-3526.70860977
2021,440.841959265,-3606.925107
2022,440.841959265,-3606.925107
2023,440.841959265,-3606.925107
2024,440.841959265,-3606.925107
2025,360.62546203,-3687.14160424
2026,360.62546203,-3687.14160424
2027,360.62546203,-3687.14160424
2028,280.408964796,-3767.35810147
2029,280.408964796,-3767.35810147
2030,280.408964796,-3767.35810147
2031,280.408964796,-3767.35810147
