year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,177723.093241,131515.088998
2018,177723.093241,131515.088998
2019,177723.093241,131515.088998
2020,177723.093241,131515.088998
2021,177723.093241,131515.088998
2022,177723.093241,131515.088998
2023,177723.093241,131515.088998
2024,177723.093241,131515.088998
2025,177723.093241,131515.088998
2026,177723.093241,131515.088998
2027,177723.093241,131515.088998
2028,177723.093241,131515.088998
2029,177723.093241,131515.088998
2030,177723.093241,131515.088998
2031,177723.093241,131515.088998
