year,Base case cost,Modeled biomass for heat (cordwood)
2017,567905.514739,790485.535683
2018,608781.804739,820710.059549
2019,663875.934739,861447.461282
2020,690534.384739,881159.107281
2021,708306.684739,894300.204614
2022,722524.524739,904813.082481
2023,731410.674739,911383.631147
2024,738519.594739,916640.07008
2025,747405.744739,923210.618747
2026,759846.354739,932409.38688
2027,768732.504739,938979.935547
2028,775841.424739,944236.37448
2029,786504.804739,952121.03288
2030,793613.724739,957377.471813
2031,804277.104739,965262.130213
2032,,
2033,,
2034,,
2035,,
2036,,
