year,Base case diesel consumed,Modeled non-residential ashp
2017,28288.5860898,28288.5860898
2018,28288.5860898,28288.5860898
2019,28288.5860898,28288.5860898
2020,28288.5860898,28288.5860898
2021,26379.2172224,26379.2172224
2022,26379.2172224,26379.2172224
2023,26379.2172224,26379.2172224
2024,26379.2172224,26379.2172224
2025,26379.2172224,26379.2172224
2026,26379.2172224,26379.2172224
2027,26379.2172224,26379.2172224
2028,26379.2172224,26379.2172224
2029,26379.2172224,26379.2172224
2030,26379.2172224,26379.2172224
2031,26379.2172224,26379.2172224
