year,Base case diesel consumed,Modeled diesel efficiency
2019,186407.945465,169461.768605
2020,187932.774955,170847.977232
2021,190323.307798,173021.188907
2022,191759.813369,174327.103062
2023,193567.677922,175970.616293
2024,194848.264278,177134.785707
2025,196500.034616,178636.395106
2026,199371.171973,181246.519976
2027,201233.944234,182939.949304
2028,202956.058269,184505.507518
2029,204534.260106,185940.23646
2030,206255.289483,187504.808621
2031,208263.791427,189330.719479
2032,210056.944399,190960.858544
2033,211850.021993,192590.929084
2034,214145.287365,194677.533968
2035,216010.151669,196372.865154
2036,217803.28541,198002.986737
2037,219596.437867,199633.125334
2038,221819.933985,201654.485441
