year,annotation,diesel generation efficiency
2002,,31.76
2003,,12.21
2004,,
2005,,20.92
2006,,13.57
2007,,13.85
2008,,13.34
2009,,13.53
2010,,14.59
2011,,14.0
2012,,12.87
2013,,14.96
2014,start of forecast,13.94
2015,,13.94
2016,,13.94
2017,,13.94
2018,,13.94
2019,,13.94
2020,,13.94
2021,,13.94
2022,,13.94
2023,,13.94
2024,,13.94
2025,,13.94
2026,,13.94
2027,,13.94
2028,,13.94
2029,,13.94
2030,,13.94
2031,,13.94
2032,,13.94
2033,,13.94
2034,,13.94
2035,,13.94
2036,,13.94
2037,,13.94
2038,,13.94
2039,,13.94
2040,,13.94
