year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,98953.92,1318.82,1700.24,21842.75
2018,98953.92,1319.35,1700.24,21842.75
2019,98953.92,1321.6,1700.24,22915.47
2020,99030.45,1324.06,1700.24,22915.47
2021,99030.45,1326.29,1700.24,22915.47
2022,99030.45,1329.23,1700.24,22915.47
2023,99106.99,1332.14,1700.24,22915.47
2024,99106.99,1335.88,1700.24,22915.47
2025,99183.52,1340.13,1700.24,22915.47
2026,99260.05,1345.09,1700.24,22915.47
2027,99260.05,1349.89,1700.24,22915.47
2028,99336.58,1355.0,1700.24,22915.47
2029,99489.64,1365.94,1700.24,23988.2
2030,99566.17,1376.18,1700.24,23988.2
2031,99642.7,1384.88,1700.24,23988.2
2032,99719.23,,,23988.2
2033,99795.76,,,23988.2
2034,99795.76,,,23988.2
2035,99872.29,,,23988.2
2036,99948.82,,,23988.2
