year,Base case cost,Modeled water and wastewater efficiency
2017,7374.69498413,8648.20959145
2018,7852.78865083,8896.76674417
2019,8480.54112158,9250.58196363
2020,8784.84541577,9382.92822789
2021,9004.521072,9458.65778767
2022,9165.49012805,9495.55358755
2023,9282.935172,9504.17616634
2024,9379.29133502,9499.87118849
2025,9487.08191129,9505.11549882
2026,9634.68557927,9539.58014714
2027,9754.20991285,9556.21296581
2028,9858.87884141,9564.11572889
2029,9984.96042039,9588.28861187
2030,10074.012635,9588.36918888
2031,10197.7189933,9613.79876198
