year,Base case cost,Modeled wind power
2019,99325.5322114,
2020,104248.996093,
2021,107674.014445,
2022,110242.778209,
2023,111955.287385,
2024,113453.732914,
2025,115166.24209,
2026,117306.87856,
2027,119629.743571,
2028,121135.873436,
2029,123072.326119,
2030,124363.294575,
2031,126299.747259,
2032,128451.361352,
2033,130602.975445,
2034,132969.750947,
2035,134260.719403,
2036,136627.494905,
2037,137918.463361,
2038,140285.238863,
