year,Base case diesel consumed,Modeled diesel efficiency
2019,21406.3647007,19460.3315461
2020,21406.3647007,19460.3315461
2021,21406.3647007,19460.3315461
2022,21406.3647007,19460.3315461
2023,21406.3647007,19460.3315461
2024,21406.3647007,19460.3315461
2025,21406.3647007,19460.3315461
2026,21406.3647007,19460.3315461
2027,21516.14093,19560.1281182
2028,21516.14093,19560.1281182
2029,21516.14093,19560.1281182
2030,21516.14093,19560.1281182
2031,21516.14093,19560.1281182
2032,21516.14093,19560.1281182
2033,21516.14093,19560.1281182
2034,21516.14093,19560.1281182
2035,21516.14093,19560.1281182
2036,21516.14093,19560.1281182
2037,21516.14093,19560.1281182
2038,21516.14093,19560.1281182
