year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,36739.7138149,27187.388223
2018,36739.7138149,27187.388223
2019,36739.7138149,27187.388223
2020,36739.7138149,27187.388223
2021,36739.7138149,27187.388223
2022,36739.7138149,27187.388223
2023,36739.7138149,27187.388223
2024,36739.7138149,27187.388223
2025,36739.7138149,27187.388223
2026,36739.7138149,27187.388223
2027,36739.7138149,27187.388223
2028,36739.7138149,27187.388223
2029,36739.7138149,27187.388223
2030,36739.7138149,27187.388223
2031,36739.7138149,27187.388223
