year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,36740.0,27166.1704338
2018,36740.0,27166.1704338
2019,36740.0,27166.1704338
2020,36740.0,27166.1704338
2021,36740.0,27166.1704338
2022,36740.0,27166.1704338
2023,36740.0,27166.1704338
2024,36740.0,27166.1704338
2025,36740.0,27166.1704338
2026,36740.0,27166.1704338
2027,36740.0,27166.1704338
2028,36740.0,27166.1704338
2029,36740.0,27166.1704338
2030,36740.0,27166.1704338
2031,36740.0,27166.1704338
2032,,
2033,,
2034,,
2035,,
2036,,
