year,Base case cost,Modeled non-residential energy efficiency
2017,291955.323141,306679.883757
2018,310652.926426,323210.778403
2019,335255.036012,345279.205895
2020,346572.006421,354958.907871
2021,354444.681488,361442.0722
2022,360349.187789,366107.112381
2023,364285.525323,368953.54997
2024,367729.820665,371359.821165
2025,371666.158198,374244.738637
2026,376586.580115,378067.491273
2027,380522.917649,380989.106023
2028,383967.212991,383468.792416
2029,388395.592717,386885.038891
2030,391347.845867,388939.267809
2031,395776.225592,392388.890263
