year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,2242.83,254122.0,254122.0
2004,,2242.83,230950.0,230950.0
2005,,2242.83,206218.0,206218.0
2006,,2242.83,242199.0,242199.0
2007,,2242.83,240636.0,240636.0
2008,,2242.83,251919.0,251919.0
2009,,2242.83,243777.0,243777.0
2010,,2242.83,238532.0,238532.0
2011,,2242.83,213034.0,213034.0
2012,,2242.83,224749.0,224749.0
2013,,2242.83,218792.0,218792.0
2014,,2242.83,72576.0,72576.0
2015,,2242.83,182865.0,182865.0
2016,start of forecast,2242.83,195000.0,195000.0
2017,,2242.83,195000.0,195000.0
2018,,2242.83,195000.0,195000.0
2019,,2242.83,195000.0,195000.0
2020,,2242.83,195000.0,195000.0
2021,,2242.83,195000.0,195000.0
2022,,2242.83,195000.0,195000.0
2023,,2242.83,195000.0,195000.0
2024,,2242.83,195000.0,195000.0
2025,,2242.83,195000.0,195000.0
2026,,2242.83,195000.0,195000.0
2027,,2242.83,196000.0,196000.0
2028,,2242.83,196000.0,196000.0
2029,,2242.83,196000.0,196000.0
2030,,2242.83,196000.0,196000.0
2031,,2242.83,196000.0,196000.0
2032,,2242.83,196000.0,196000.0
2033,,2242.83,196000.0,196000.0
2034,,2242.83,196000.0,196000.0
2035,,2242.83,196000.0,196000.0
2036,,2242.83,196000.0,196000.0
2037,,2242.83,196000.0,196000.0
2038,,2242.83,196000.0,196000.0
2039,,2242.83,196000.0,196000.0
2040,,2242.83,196000.0,196000.0
