year,Base case cost,Modeled residential energy efficiency
2017,208030.957144,200712.184868
2018,218102.600323,209905.400642
2019,231354.762402,222060.686473
2020,237450.756959,227564.456012
2021,241691.448824,231346.611367
2022,244871.967723,234146.560802
2023,246992.313655,235964.215415
2024,248847.616346,237538.987689
2025,250967.962279,239363.792372
2026,253618.394695,241685.046433
2027,255738.740627,243516.669953
2028,257594.043318,245105.083737
2029,259979.432493,247189.709972
2030,261569.691942,248537.974527
2031,263955.081116,250628.802458
2032,266605.513532,252969.122423
2033,269255.945948,255312.36452
2034,272171.421605,257904.96003
2035,273761.681055,259267.843471
2036,276677.156712,261865.947194
