year,Base case diesel consumed,Modeled non-residential ashp
2017,221059.9751,160809.757866
2018,226801.970228,166551.752994
2019,230083.110301,169832.893068
2020,234184.535393,173934.318159
2021,238285.960484,178035.74325
2022,240746.815539,180496.598305
2023,242387.385576,182137.168342
2024,242387.385576,182137.168342
2025,243207.670594,182957.45336
2026,244027.955612,183777.738379
2027,246488.810667,186238.593433
2028,249769.95074,189519.733507
2029,241567.100557,181316.883324
2030,235825.105429,175574.888196
2031,232543.965356,172293.748122
