year,Base case diesel consumed,Modeled residential ashp
2017,53242.6754631,4905.15611252
2018,54255.7513711,5918.23202048
2019,54255.7513711,5918.23202048
2020,54255.7513711,5918.23202048
2021,54255.7513711,5918.23202048
2022,54255.7513711,5918.23202048
2023,55268.8272791,6931.30792845
2024,56281.903187,7944.38383641
2025,56281.903187,7944.38383641
2026,56281.903187,7944.38383641
2027,56281.903187,7944.38383641
2028,56281.903187,7944.38383641
2029,56281.903187,7944.38383641
2030,56281.903187,7944.38383641
2031,57294.979095,8957.45974438
