year,Base case cost,Modeled residential energy efficiency
2017,174966.838843,190799.901408
2018,180724.800295,194338.153666
2019,193823.501744,204651.487025
2020,197689.038488,206806.568339
2021,200523.765433,208184.759698
2022,202585.38503,208984.697968
2023,204131.599727,209405.030738
2024,205420.111975,209644.415932
2025,206708.624223,209901.521811
2026,208512.541371,210574.120087
2027,210058.756068,211064.524603
2028,211347.268316,211372.339241
2029,207511.838358,206513.719646
2030,203102.153106,201213.801726
2031,204803.08206,201864.041461
