year,Base case diesel consumed,Modeled residential ashp
2017,7066.00851845,-17968.6064935
2018,7066.00851845,-17968.6064935
2019,7273.63973115,-17760.9752808
2020,7273.63973115,-17760.9752808
2021,7273.63973115,-17760.9752808
2022,7273.63973115,-17760.9752808
2023,7273.63973115,-17760.9752808
2024,7273.63973115,-17760.9752808
2025,7273.63973115,-17760.9752808
2026,7273.63973115,-17760.9752808
2027,7273.63973115,-17760.9752808
2028,7273.63973115,-17760.9752808
2029,7066.00851845,-17968.6064935
2030,6858.37730575,-18176.2377062
2031,6858.37730575,-18176.2377062
