year,Base case cost,Modeled non-residential energy efficiency
2017,118607.128512,127969.342611
2018,124425.261466,132698.41128
2019,132621.55052,139692.666777
2020,136437.623188,142581.539736
2021,139169.719539,144488.366191
2022,141227.077275,145764.507342
2023,142687.149404,146515.812338
2024,143903.876178,147052.739198
2025,145231.197849,147685.754252
2026,146989.912781,148749.699284
2027,148449.98491,149557.344097
2028,149722.009132,150190.210426
2029,151237.378709,151065.003262
2030,152210.760129,151453.594656
2031,153969.475061,152582.368382
