year,Base case diesel consumed,Modeled residential energy efficiency
2017,25034.615012,19173.7209041
2018,25034.615012,19173.7209041
2019,25770.2449593,19909.3508514
2020,25770.2449593,19909.3508514
2021,25770.2449593,19909.3508514
2022,25770.2449593,19909.3508514
2023,25770.2449593,19909.3508514
2024,25770.2449593,19909.3508514
2025,25770.2449593,19909.3508514
2026,25770.2449593,19909.3508514
2027,25770.2449593,19909.3508514
2028,25770.2449593,19909.3508514
2029,25034.615012,19173.7209041
2030,24298.9850646,18438.0909567
2031,24298.9850646,18438.0909567
