year,Base case cost,Modeled water and wastewater efficiency
2017,48840.9436849,85000.993989
2018,52239.9177712,86005.528046
2019,56838.5078169,87817.7423077
2020,59233.7069795,88224.5352912
2021,60902.3872995,88186.0434363
2022,62255.6577445,87970.1335709
2023,63248.0592792,87543.1472054
2024,64131.6282245,87072.4861033
2025,65105.5164615,86684.9697548
2026,66330.0348304,86483.5400769
2027,67339.0288386,86164.6836388
2028,68120.5795167,85719.8788516
2029,69354.0120884,85595.1760837
2030,70143.4557873,85204.2780588
2031,71387.9191868,85127.6936352
