year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,0.0,9068.27,433987.69,319605.86
2018,170250.26,9107.22,433987.69,324101.52
2019,116278.56,9143.51,433987.69,327473.26
2020,84669.28,9174.41,433987.69,330845.0
2021,116547.62,9204.56,433987.69,334216.75
2022,98151.22,9241.26,433987.69,337588.49
2023,93223.7,9264.66,433987.69,340960.23
2024,95662.24,9298.53,433987.69,344331.97
2025,88535.27,9331.31,433987.69,347703.72
2026,85495.13,9359.1,433987.69,349951.54
2027,83909.98,9382.19,433987.69,353323.29
2028,81190.07,9399.31,433987.69,354447.2
2029,76759.58,9439.04,433987.69,358942.86
2030,72072.11,9481.72,433987.69,363438.51
2031,68952.03,9508.41,433987.69,366810.25
