year,Base case diesel consumed,Modeled non-residential ashp
2017,59890.3011664,-70306.005717
2018,59890.3011664,-70306.005717
2019,59890.3011664,-70306.005717
2020,59890.3011664,-70306.005717
2021,59890.3011664,-70306.005717
2022,59890.3011664,-70306.005717
2023,59890.3011664,-70306.005717
2024,59890.3011664,-70306.005717
2025,59890.3011664,-70306.005717
2026,59890.3011664,-70306.005717
2027,59890.3011664,-70306.005717
2028,59890.3011664,-70306.005717
2029,59890.3011664,-70306.005717
2030,59890.3011664,-70306.005717
2031,59890.3011664,-70306.005717
